run_id,target_speed,steer_gain,centering_gain,brake_threshold,gentle_speed,sharp_speed,straight_speed,lap_time,completed,damage,offtrack_count
1,160.0,30.0,0.2,0.4,140.0,65.0,194.0,10000000.0,False,0.0,0
2,175.0,35.0,0.25,0.5,150.0,75.0,240.0,10000000.0,False,0.0,0
2,160.0,30.0,1.73,0.4,140.0,65.0,194.0,10000000.0,False,0.0,96
